id,word_en,word_ml,count
11859,fngpcn,ताईचा,580
11860,fnyny,तमाम,580
11861,ycnfntu,म्हातारे,580
11862,yaz,मलस,580
11863,vssb,गुफा,580
11864,vnhvnrjt,गंगापूर,580
11865,vcjzjh,घुसून,579
11866,vtn,ग्रा,579
11867,dtqnan,करायला,579
11868,dntsvu,करोगे,579
11869,fnzncg,तसंही,579
11870,fcta,ठरल,579
11871,fjypcnqn,तुमच्या,579
11872,znynkan,समजला,579
11873,zntndnt,सरकार,579
11874,npf,ऍक्ट,579
11875,oncghgpcqn,बहिणीच्या,579
11876,ygzftg,मिस्त्री,579
11877,rtnzchnpcu,प्रश्नाचे,579
11878,ynln,मावा,579
11879,tncnfga,राहतील,579
11880,rtqf,पर्यत,578
11881,rjzjh,पुसून,578
11882,rucau,पेहले,578
11883,ynvnpc,मगच,578
11884,yjc,मुह,578
11885,ynhmanpcu,मंडळाचे,578
11886,ynhkj,मंजू,578
11887,hnlfn,नव्हतं,578
11888,zcufndntg,शेतकरी,578
11889,xcfz,व्हाट्स,578
11890,quntz,इयर्स,578
11891,qjfg,युती,578
11892,fna,ताल,578
11893,znalg,साळवी,578
11894,dnfs,करतो,578
11895,dnynltjh,कामावरून,578
11896,knqj,जयू,578
11897,knxn,जावा,577
11898,vcntnfag,घरातली,577
11899,dzy,काम,577
11900,fjiqnxnt,तुझ्यावर,577
11901,fujh,ठेऊन,577
11902,fnajdqnf,तालुक्यात,577
11903,rspcanf,पोचलात,577
11904,rtnfcnygd,प्राथमिक,577
11905,yutuds,मेरेको,577
11906,hnvmg,नागडी,577
11907,onvcnfsq,बघतोय,577
11908,mgxnznhg,दिवसांनी,577
11909,nnagqu,आलीये,577
11910,onoag,बबली,576
11911,ojanhm,बुलंद,576
11912,fqhpcg,त्याची,576
11913,xsttq,वरी,576
11914,fculanq,ठेवलंय,576
11915,fscg,तोही,576
11916,lntn,वारा,576
11917,gfnd,इतक,576
11918,dudn,केला,576
11919,dnmnqpcg,काढायची,576
11920,ykc,माझं,576
11921,hgcg,नाही,576
11922,rnyqn,पम्या,576
11923,rsagznhg,पोलिसांनी,576
11924,ychqpc,म्हणायच,575
11925,rntzcqn,परश्या,575
11926,hndnn,नका,575
11927,fji,तूझं,575
11928,osalna,बोलवलं,575
11929,onhnt,बॅनर,575
11930,nnfcnlh,आठवण,575
11931,nnlnm,आवड,575
11932,naag,आली,575
11933,muqnpc,देयाचं,575
11934,paunh,क्लीन,575
11935,mndclau,दाखवले,575
11936,knfq,जातंय,575
11937,knljqn,जाऊया,574
11938,kulaqn,जेवल्या,574
11939,ksmn,जोडा,574
11940,dndnmu,काकडे,574
11941,vnhnn,गणा,574
11942,lnaqnan,वाल्याला,574
11943,fncnzga,तहसील,574
11944,tuanfgshzcgr,रेलशनशिप,574
11945,elgmus,क्सविदेओ,574
11946,tnkdnthnf,राजकारणात,574
11947,tnftgpcn,रात्रीचा,574
11948,rntquhf,पर्येंत,574
11949,ygtlhjd,मिरवणूक,574
11950,ojmcxntg,बुधवारी,574
11951,muruhm,डिपेंड,574
11952,mgzfsz,दिसतोस,574
11953,nrnhn,आपण,574
11954,nkh,अजून,573
11955,pcntf,चार्ट,573
11956,lnknf,वाजत,573
11957,znqhdnag,सायंकाळी,573
11958,zcn,शा,573
11959,fjh,तून,573
11960,zgtgqz,सिरीयस,573
11961,vcufnaqn,घेतल्या,573
11962,cqnhpcu,ह्यांचे,573
11963,anmnpcg,लाडाची,573
11964,ufndn,इतका,573
11965,udn,ऐका,572
11966,qnm,याड,572
11967,qnrudzcn,यापेक्षा,572
11968,znznhu,ससाणे,572
11969,znlag,सावली,572
11970,zuyghnt,सेमिनार,572
11971,znashg,सलोनी,572
11972,znynknznfcg,समाजासाठी,572
11973,fculauf,ठेवलेत,572
11974,nhfu,आणते,572
11975,mcjyna,धुमाळ,572
11976,mgrfg,दीप्ती,572
11977,ysmjh,मोडून,572
11978,hnhj,नानू,572
11979,rmj,पडू,572
11980,rch,फँन,572
11981,rncag,पाहली,572
11982,ynfaog,मतलबी,572
11983,ynfnhv,मातंग,571
11984,hgaqn,निल्या,571
11985,hkg,नजी,571
11986,avfnn,लगता,571
11987,rnmnas,पडलो,571
11988,rtnqfhn,प्रयत्न,571
11989,fulmcqn,तेवढ्या,571
11990,fcntnlna,ठरवलं,571
11991,fjcynan,तुह्माला,571
11992,fjkcqnf,तुझ्यात,571
11993,fjipc,तुझंच,571
11994,jmqnpcqn,उद्याच्या,571
11995,zcuyomu,शेम्बडे,571
11996,znangh,सलाईन,571
11997,zcndqnfs,शक्यतो,571
11998,cnj,होऊ,571
11999,dgth,किरण,571
12000,dgflgan,कितवीला,571
12001,dctsdct,खरोखर,571
12002,dnmcua,काढेल,571
12003,mnymnt,दमदार,571
12004,nnknt,आजार,571
12005,pcnananq,चाललाय,571
12006,pcsjmcntg,चौधरी,570
12007,lnpcua,वाचेल,570
12008,zftuu,स्त्री,570
12009,lnaqnhn,वाल्याना,570
12010,lgzntfn,विसरता,570
12011,znynkua,समजेल,570
12012,tnftgpcu,रात्रीचे,570
12013,hgdj,निकु,570
12014,ytkg,मर्जी,570
12015,yngftghgan,मैत्रिणीला,570
12016,knhcnlg,जान्हवी,570
12017,vnhmc,गंध,570
12018,vnrn,गपा,570
12019,vcnontfu,घाबरते,570
12020,knhntqn,जाणाऱ्या,569
12021,km,जड,569
12022,dntjpc,करूच,569
12023,dcsajh,खोलून,569
12024,qudmny,एकदम,569
12025,znytjmmcg,समृद्धी,569
12026,ynvpcu,मागचे,569
12027,yncntnknhpcqn,महाराजांच्या,569
12028,rutj,पेरू,569
12029,rncghu,पाहीन,569
12030,tnchqnpcg,राहण्याची,568
12031,rskn,पुजा,568
12032,auhu,लेणे,568
12033,agygfum,लिमिटेड,568
12034,vcnotf,घाबरत,568
12035,dncnfu,कहते,568
12036,ghzfnvtny,इंस्टाग्राम,568
12037,psm,कोड,568
12038,pstf,कोर्ट,568
12039,pjda,चुकलं,568
12040,ojamnhn,बुलडाणा,568
12041,pnan,चला,568
12042,oncghgpcg,बहिणीची,568
12043,nnauas,आलेलो,568
12044,ndzcj,अक्षु,568
12045,znfrjfu,सातपुते,568
12046,tjrg,रुपी,568
12047,znnf,सात,568
12048,znynkhnt,समजणार,568
12049,fcsmupc,थोडेच,568
12050,lqnfgtgdf,व्यतिरिक्त,567
12051,xnnfnf,वाटतं,567
12052,xnhdcnmu,वानखडे,567
12053,qufgz,येतीस,567
12054,lcnqnan,व्हायला,567
12055,lgpcntnhn,विचारांना,567
12056,zcuag,शेळी,567
12057,isrnpc,झोपच,567
12058,dutnan,केरळ,567
12059,ka,जल,567
12060,ksghghv,जॉइनिंग,567
12061,dcjrnpc,खुपच,567
12062,dshcg,कोणीही,567
12063,rmfu,पडते,567
12064,rtnn,प्रा,567
12065,ycnfas,म्हटलो,567
12066,osyonq,बॉम्बे,567
12067,mcgtu,धीरे,567
12068,nnknpcn,आजचा,567
12069,ocfj,भेटू,567
12070,ocnnlnn,भावा,566
12071,pntfssh,कार्टून,566
12072,ncynmhnvnt,अहमदनगर,566
12073,nnv,अंग,566
12074,uud,ऐक,566
12075,vtncnd,ग्राहक,566
12076,dntsms,करोडो,566
12077,znhvgfanz,सांगितलंस,566
12078,zyntfc,समर्थ,566
12079,xnfjh,वाटून,566
12080,lgpcntan,विचारलं,566
12081,lgtsmcnd,विरोधक,566
12082,rncgkupc,पाहिजेच,566
12083,ynkcqndmu,माझ्याकडे,566
12084,rscnpcagz,पोहचलीस,566
12085,rcnafj,फालतू,565
12086,rnhcnan,पन्हाळा,565
12087,yhfu,म्णते,565
12088,dvjr,कांगुप,565
12089,cnzfn,हसता,565
12090,kglhnpcn,जीवनाचा,565
12091,pcnauau,चालेले,565
12092,psjtzu,कोर्स,565
12093,naj,आलू,565
12094,nlmcqn,एवढ्या,565
12095,jfrnmnh,उत्पादन,565
12096,zxnrhnag,स्वप्नाली,565
12097,lqn,व्या,565
12098,lgztanz,विसरलास,564
12099,tcnlu,रहावे,564
12100,fgann,तिला,564
12101,fs,ते,564
12102,fpc,तच,564
12103,dsyomn,कोंबडा,564
12104,dtnpc,कराच,564
12105,clq,हवंय,564
12106,knyghglnt,जमिनीवर,564
12107,knhqnpcn,जाण्याचा,564
12108,ctjmqnf,हृदयात,564
12109,bnysjz,फेमस,564
12110,srrs,ओप्पो,564
12111,rtnvnf,प्रगट,564
12112,rjkn,पुजा,564
12113,ony,बम,564
12114,ocghf,भिंत,564
12115,nmgd,आदिक,564
12116,mcnlnf,धावत,564
12117,mnmnpcn,दादाचा,564
12118,ogm,बीड,563
12119,ogkcg,बिझी,563
12120,muqpcu,देयचे,563
12121,dat,कलर,563
12122,dnakg,काळ्जी,563
12123,dntnhntu,करणारे,563
12124,vcnafnf,घालतात,563
12125,gpcpcn,इच्छा,563
12126,fulfs,ठेवतो,563
12127,zcdfg,शक्ती,563
12128,zdgh,स्किन,563
12129,zshnxnhu,सोनावणे,563
12130,tnz,राष्ट्रवादी,563
12131,hfnt,नंतर,563
12132,yghna,मीनल,563
12133,rcsfsvtnrcq,फोटोग्राफी,563
12134,hgvnagz,निगालीस,562
12135,hgd,निक,562
12136,rnnfga,पाटील,562
12137,anhmu,लांडे,562
12138,ynmcjh,मधुन,562
12139,kcnagq,झालीय,562
12140,udcnm,एखाद,562
12141,duaqnf,केल्यात,562
12142,vjhm,गुंड,562
12143,mcnmn,धडा,562
12144,ocnkqn,भाज्या,562
12145,nffqn,आत्या,562
12146,ostdnt,बोरकर,562
12147,nkgonnf,अजिबात,562
12148,zcnqntg,शायरी,562
12149,zntdcpc,सारखंच,562
12150,znrfncgd,साप्ताहिक,561
12151,lnmcag,वाढली,561
12152,ishu,झोन,561
12153,zchf,शान्त,561
12154,fufcjh,तेथून,561
12155,zfufnz,स्टेटस,561
12156,cyyy,हंम्म,561
12157,dntjhpc,करूनच,561
12158,du,कै,561
12159,vcqnqnpcn,घ्यायचा,561
12160,mtq,ड्राय,561
12161,rtznm,प्रसाद,561
12162,ovqpc,बगयच,561
12163,mnoqnf,डब्यात,561
12164,mnv,डाग,561
12165,ogxg,बीवी,561
12166,osaqpcg,बोलायची,561
12167,otpc,बरच,561
12168,nnmgpc,आदीच,561
12169,pcgtnv,चिराग,560
12170,btughm,फ्रेइन्ड,560
12171,dcjtm,खुर्द,560
12172,vuaj,गेलू,560
12173,vshmgn,गोंदिया,560
12174,jfcnfs,उठतो,560
12175,lnfapc,वाटलंच,560
12176,fshmg,तोंडी,560
12177,zctuq,श्रेय,560
12178,zruupc,स्पीच,560
12179,rjthrnhu,पूर्णपणे,560
12180,hga,निल,560
12181,yntvnhu,मार्गाने,560
12182,tnzftgq,राष्ट्रीय,559
12183,rnfcnljh,पाठवून,559
12184,rnqnlnt,पायावर,559
12185,rszfghv,पोस्टिंग,559
12186,asdnhhg,लोकांनी,559
12187,hnghn,नैना,559
12188,stmua,ओरडेल,559
12189,rnan,पाला,559
12190,rnrg,पापी,559
12191,rnfcnlnf,पाठवत,559
12192,cshntn,होणारा,559
12193,dnat,कलर,559
12194,vnyuz,गेम्स,559
12195,nhvnlt,अंगावर,559
12196,msdqnpcg,डोक्याची,559
12197,nfgtgdf,अतिरिक्त,559
12198,nlfnt,अवतार,559
12199,oiuu,बीझी,559
12200,pcnand,चालक,559
12201,zynmcnh,समाधान,559
12202,lnvh,वागण,559
12203,tzfn,रस्ता,559
12204,ful,तेव,559
12205,ftnhzrstf,ट्रान्सपोर्ट,559
12206,fgrghv,टाइपिंग,558
12207,fxs,तवॊ,558
12208,fqnrtnynhu,त्याप्रमाणे,558
12209,cnnfc,हाथ,558
12210,cnqu,हाये,558
12211,ghfuthuf,इंटरनेट,558
12212,tnlgmnz,रविदास,558
12213,osanqnpcg,बोलायची,558
12214,mghdnt,दिनकर,558
12215,paguhf,क्लायंट,557
12216,mndclj,दाखवू,557
12217,osgznt,बोईसर,557
12218,nnvnl,आगाव,557
12219,nnaupc,आलेच,557
12220,nzfgfl,अस्तित्व,557
12221,zytjfg,स्मृती,557
12222,quhqnznfcg,येण्यासाठी,557
12223,isra,झोपले,557
12224,tncnn,रहा,557
12225,stgkhna,ओरिजनल,557
12226,ynhjzcqn,मनुष्य,557
12227,rsjthgyn,पौर्णिमा,557
12228,hncgfntg,नाहीतरी,557
12229,anlanz,लावलास,557
12230,ynnv,माग,557
12231,ynkkuf,मज्जेत,556
12232,yufut,मीटर,556
12233,rjmg,पुदी,556
12234,hntg,नारी,556
12235,hgaj,निळू,556
12236,ysonua,मोबाइल,556
12237,rnfau,पटले,556
12238,rurut,पेपर,556
12239,nfclf,आठवत,556
12240,oncjmn,बहुदा,556
12241,muurg,डीपी,556
12242,ocnnf,भात,556
12243,pccsfn,छोटा,556
12244,osanaqnlnt,बोलल्यावर,556
12245,pnvan,चागला,556
12246,kcnasq,झालोय,556
12247,buynz,फेमस,556
12248,vcnts,घरो,556
12249,vcqnpc,घ्याच,556
12250,anvnn,लगा,556
12251,fuhg,तेनी,556
12252,zcnhgxntg,शनिवारी,556
12253,zjrjft,सुपुत्र,556
12254,fudn,तेका,556
12255,inagpc,झालीच,556
12256,znnhvfs,सांगतो,556
12257,znmnzqn,सदस्य,556
12258,zndcu,सखे,555
12259,zufc,शेठ,555
12260,fjinf,तुझ्यात,555
12261,inaqnxnt,झाल्यावर,555
12262,ocntrjt,भरपुर,555
12263,sadcau,ओळखले,555
12264,rtdnt,प्रकार,555
12265,hutnan,नेरळ,555
12266,vtjc,गृह,555
12267,dna,कळ,555
12268,kjano,जुलाब,554
12269,dthntn,करणारा,554
12270,btuy,फ्रेम,554
12271,vcntnan,घराला,554
12272,ontdg,बारकी,554
12273,onqdshu,बायकोने,554
12274,ocnkr,भाजप,554
12275,ocna,भलं,554
12276,mnqpcu,दयायचे,554
12277,onmanf,बदलत,554
12278,ocxn,भावा,554
12279,ostmut,बॉर्डर,554
12280,pcstnpcqn,चोराच्या,554
12281,znhmnq,संडे,554
12282,zsyxnt,सोमवार,554
12283,fcuyo,थेंब,554
12284,zfst,स्टोर,554
12285,hnhnm,नणंद,554
12286,hnluuh,नवीन,554
12287,rgcj,पिहू,554
12288,agcgag,लिहिली,554
12289,tncan,राहला,554
12290,rtqnq,पर्याय,553
12291,rmb,पडफ,553
12292,yncnau,महाले,553
12293,mcsag,ढोली,553
12294,nhdgf,अंकित,553
12295,ogahnt,बोलणार,553
12296,ojn,बुआ,553
12297,dshnpqn,कोणाच्या,553
12298,dzcgtznvnt,क्षीरसागर,553
12299,bpf,फकत,553
12300,zdfu,सकते,553
12301,fcntlna,ठरवलं,553
12302,lumuu,वेडी,553
12303,zjoupcn,शुभेछा,552
12304,quzga,येशील,552
12305,qufupc,येतेच,552
12306,zudnhm,सेकंड,552
12307,fjyncnan,तुमहाला,552
12308,ocsan,भोळा,552
12309,octf,भरत,552
12310,pcnr,छाप,552
12311,nnhg,आनी,552
12312,nnqsknh,आयोजन,552
12313,nqs,अयो,552
12314,rjhq,पुण्य,552
12315,tncuhvu,रहेंगे,552
12316,hngzntvgd,नैसर्गिक,552
12317,ru,पी,552
12318,yjanhznfcg,मुलांसाठी,552
12319,dnrjz,कापूस,552
12320,gfdn,इतकं,552
12321,kuhfz,जेन्टस,552
12322,vszcg,गोष्टी,552
12323,vjt,गुरुदेव,552
12324,cnnn,हाय,551
12325,cnyg,हमी,551
12326,vcqnn,घ्या,551
12327,nlmnan,आवडला,551
12328,ongfcu,बैठे,551
12329,osdn,बोका,551
12330,nzcqnpc,अश्याच,551
12331,fgdnhg,ठिकाणी,551
12332,fu,तो,551
12333,znhvfsz,सांगतोस,551
12334,zcnk,सहज,551
12335,yacnt,मल्हार,551
12336,yhf,मनात,551
12337,agrzfgd,लिपस्टिक,551
12338,yndujr,मेकअप,551
12339,rcga,पहिलं,551
12340,rghdj,पिंकू,551
12341,rngfcnh,पैठण,551
12342,rntnqnh,पारायण,550
12343,ycnhnt,म्हणार,550
12344,ntrnh,अर्पण,550
12345,njzcnf,आयुष्यात,550
12346,pcjmng,चुदाई,550
12347,vcnafn,घालता,550
12348,gfdqnf,इतक्यात,550
12349,knfgq,जातीय,550
12350,znlntdnt,सावरकर,550
12351,zncqnmtg,सह्याद्री,550
12352,qnpcqnf,यांच्यात,550
12353,inagf,झालीत,550
12354,qudfg,एकटी,549
12355,tv,राग,549
12356,fulmupc,तेवढेच,549
12357,fgduf,तिकिट,549
12358,fgfcn,तिथं,549
12359,lgpcntnfs,विचारतो,549
12360,zjynh,सुमन,549
12361,jvnpc,उगाचच,549
12362,zcgan,शिला,549
12363,mgazu,दिलसे,549
12364,nnlmhnt,आवडणार,549
12365,ynz,मास,549
12366,ynindmu,माझ्याकडे,549
12367,aneyg,लक्समि,549
12368,ynpcnt,मच्छर,549
12369,tncgagz,राहिलीस,549
12370,rnfnh,पाटण,549
12371,rnfcnlanq,पाठवलाय,549
12372,hnln,नाव,549
12373,cnu,हाये,549
12374,dgfgmn,कितीदा,549
12375,dtj,कृ,549
12376,dntgzcyn,करिष्मा,549
12377,dmy,कदम,548
12378,ksjthuq,जर्नी,548
12379,dnafq,कळतंय,548
12380,udmjh,इकडून,548
12381,vjmmj,गुड्डू,548
12382,nnkkg,आज्जी,548
12383,nnkjh,आजुन,548
12384,nndu,आले,548
12385,nhvng,अंगाई,548
12386,nzcupc,अशेच,548
12387,pcnmnt,चादर,548
12388,zcgdfsq,शिकतोय,548
12389,zcjdtnlnt,शुक्रवार,548
12390,fulcnrnzjh,तेव्हापासून,548
12391,lqnlzfcn,व्यवस्था,548
12392,hont,नंबर,548
12393,ynvua,मागेल,548
12394,rtndtgqn,प्रक्रिया,548
12395,hgaqn,निळ्या,547
12396,ynts,मारो,547
12397,sss,ओऊ,547
12398,rnag,पाली,547
12399,otgk,ब्रिज,547
12400,nnzfnhn,असताना,547
12401,pcjfdg,चुटकी,547
12402,nlqn,अव्या,547
12403,onpdvtsjhm,बॅकग्राऊंड,547
12404,onvgfnan,बघितला,547
12405,oncln,भावा,547
12406,mcjljh,धुवून,547
12407,mgzpsjhf,डिस्काउंट,547
12408,dnmnag,काडली,547
12409,knhn,जाणं,547
12410,bnpf,फकत,547
12411,bghu,फिने,547
12412,dtks,करजो,547
12413,djfan,कुठला,547
12414,zshq,सोनी,547
12415,znhvnqnpcu,सांगायचे,547
12416,znztg,सासरी,547
12417,zjhu,सुने,547
12418,zspcn,सोचा,546
12419,jmq,उदय,546
12420,mna,दल,546
12421,ynhznpcu,माणसाचे,546
12422,kufcu,जेथे,546
12423,dcnapcg,खालची,545
12424,dakg,काळजी,545
12425,vcszcgf,घोषित,545
12426,nnanpc,आलाच,545
12427,ogafs,बोलतो,545
12428,ocgfg,भिती,545
12429,muks,देजो,545
12430,msvnhn,दोगांना,545
12431,zfnaa,स्टॉल,545
12432,fulmqn,तेवढ्या,545
12433,fculuh,ठेवेन,545
12434,lndfg,वक्ती,545
12435,hgvcn,निघा,545
12436,rtndnfmghnpcqn,प्रकटदिनाच्या,545
12437,rtnqhf,प्रयन्त,545
12438,tnvnlj,रागावू,545
12439,ynvgfnag,मागितली,545
12440,ynnbg,माफी,544
12441,ynvvg,मॅग्गी,544
12442,ynhnpcqn,मनाच्या,544
12443,yuftg,मैत्री,544
12444,tncas,राहलो,544
12445,rncgkuz,पाहिजेस,544
12446,rsfnan,पोटाला,544
12447,pcgmnf,चिडत,544
12448,nafn,अल्टा,544
12449,vnlnfjh,गावातून,544
12450,vcnfaqn,घातल्या,544
12451,ghvtnkg,इंग्रजी,544
12452,knga,जेल,544
12453,csfg,होते,544
12454,dgl,कीव,544
12455,zjfq,सुटी,544
12456,zxyg,स्वामी,544
12457,fuhn,त्याना,544
12458,zcgzcnh,शिक्षण,544
12459,zcufdtg,शेतकरी,543
12460,lumhn,वेदना,543
12461,jpcaj,उचलू,543
12462,znauf,शाळेंत,543
12463,lth,वरण,543
12464,xnrnt,वापर,543
12465,fcuh,थें,543
12466,fgpcnzcg,तिच्याशी,543
12467,zqn,स्या,543
12468,nvsa,अंगोळ,543
12469,mulvgtg,देवगिरी,543
12470,nmcnln,आढावा,543
12471,ounjfq,ब्युटी,543
12472,hulut,नेव्हर,543
12473,rnzu,पसे,543
12474,ynkcnq,माझ्या,543
12475,cqnn,ह्या,543
12476,vcnotas,घाबरलो,543
12477,dcnmqnf,खड्यात,543
12478,dntfnqf,करतायत,542
12479,dntqnanqnf,कार्यालयात,542
12480,knqocgy,जयभीम,542
12481,kgqs,जियो,542
12482,vcqpcg,घायची,542
12483,ocnldg,भावकी,542
12484,mulvnm,देवगड,542
12485,mulgmnz,देविदास,542
12486,nvtuuyuhf,अग्रीमेंट,542
12487,nhjtnmcn,अनुराधा,542
12488,lgzcndcn,विशाखा,542
12489,zcgdnl,शिकव,542
12490,fqnnhg,त्यांनी,542
12491,fuaa,तेल,542
12492,ymcan,मधला,542
12493,rgljh,पिऊन,542
12494,yganlu,मिळावे,542
12495,ysfnt,मोटार,542
12496,tncqan,राहायला,542
12497,rjmcndnt,पुढाकार,541
12498,tnmhnt,रडणार,541
12499,tnftuu,रात्री,541
12500,rutgsm,पिरियड,541
12501,ynkn,माज,541
12502,yjhmcu,मुंढे,541
12503,hntk,नाराज,541
12504,rnfcnlnag,पाठवली,541
12505,mcnmnd,धडक,541
12506,ovcfn,बघता,541
12507,nngpc,आईच,541
12508,pcgdh,चिकन,541
12509,psyraue,कॉम्प्लेक्स,541
12510,dzcnpcg,कशाची,541
12511,dnq,के,541
12512,dcsfntmu,खोटारडे,541
12513,bnghna,फायनल,541
12514,fgdnf,टिकत,541
12515,zctmcn,श्रद्धा,541
12516,zndzcny,सक्षम,541
12517,fjinn,तुझा,541
12518,fi,तूझं,541
12519,qnnpcg,याची,541
12520,zpnh,स्कॅन,541
12521,zsrqn,सोप्या,540
12522,znymcnh,समाधान,540
12523,fqan,तुला,540
12524,muurnag,दिपाली,540
12525,nnyon,आंबा,540
12526,nnhnan,आणला,540
12527,ocnng,भाई,540
12528,ocntfnfga,भारतातील,540
12529,nfgzc,अतिश,540
12530,rnmauan,पडलेला,540
12531,rtnygan,प्रमिला,540
12532,hy,नं,540
12533,uhvtnkg,इंग्रजी,540
12534,vntjm,गरुड,540
12535,dulnpc,केव्हाच,540
12536,dcnaanz,खल्लास,540
12537,dnlqgftg,कवयित्री,539
12538,dulcncg,केव्हाही,539
12539,csfs,होते,539
12540,nkjo,अजब,539
12541,nnqsv,आयोग,539
12542,lqn,व्य,539
12543,lqlznq,व्यवसाय,538
12544,znhvnqpcn,सांगायचं,538
12545,fndnlu,टाकावे,538
12546,fqpqn,त्याच्या,538
12547,znykjf,समजूत,538
12548,pcnauh,चालेन,538
12549,paa,कळलं,538
12550,muhu,देने,538
12551,mghqn,दिन्या,538
12552,ocnt,भार,538
12553,dsacu,कोल्हे,538
12554,dshnnann,कोणाला,538
12555,dzcnpcn,कशाचा,538
12556,kgfhn,जितना,538
12557,rnfcnla,पाठवलं,538
12558,asdynhqn,लोकमान्य,538
12559,ynmcgpc,मधीच,538
12560,rtghpu,प्रिन्स,538
12561,ynhvnalnt,मंगळवार,538
12562,ynhftnanqnf,मंत्रालयात,538
12563,yninqn,माझया,538
12564,ynzzf,मस्त्त,537
12565,hna,नळ,537
12566,hnzcgolnh,नशीबवान,537
12567,osna,बोल,537
12568,onnonn,बाबा,537
12569,muxj,देऊ,537
12570,mgrqn,दिप्या,537
12571,tupgl,रिसिव्ह,537
12572,tcs,रहो,537
12573,lnh,वाण,537
12574,zjfcg,सुटी,537
12575,dnmfsq,काढतोय,537
12576,dnaknf,काळजात,537
12577,cgpcg,हिची,537
12578,udyudnhpcqn,एकमेकांच्या,537
12579,gan,इला,536
12580,dnyf,कामात,536
12581,osfu,बोते,536
12582,ojdghv,बुकिंग,536
12583,mntd,डार्क,536
12584,anlmj,लवंडू,536
12585,yncsfznl,महोत्सव,536
12586,znyocnan,सांभाळा,536
12587,znyhn,सामना,536
12588,fzg,तशी,536
12589,fcnn,ठा,535
12590,fcntua,ठरेलं,535
12591,znocnrnfg,सभापती,535
12592,lnzfnl,वास्तव,535
12593,lnfanpc,वाटलंच,535
12594,pcghj,चिनू,535
12595,pud,चेक,535
12596,nrr,ऍप्प,535
12597,dnyrnhgf,कंपनीत,535
12598,vtsjs,ग्रॉऊंओ,535
12599,dnmcnfs,काढतो,534
12600,anmcng,लढाई,534
12601,dcnhu,खाने,534
12602,mnqasv,डायलॉग,534
12603,moa,डबल,534
12604,ozfu,बसते,534
12605,nlmfuz,आवडतेस,534
12606,nxmag,आवडली,534
12607,onvcfuq,बघतेय,534
12608,fcndau,थकले,534
12609,fgfjh,तीतून,534
12610,zzp,ससा,534
12611,zjqsv,सुयोग,534
12612,xnfnfs,वाटतो,534
12613,znyraqnlnt,संपल्यावर,534
12614,tcj,राहू,534
12615,fqnhpcqndnmu,त्यांच्याकडे,534
12616,zctgrnm,श्रीपाद,534
12617,ynhnzg,मानसी,534
12618,rnajz,पलूस,534
12619,tndc,राख,534
12620,ynturntqnhf,मरेपर्यंत,533
12621,nlnmag,आवडली,533
12622,onvcqnan,बघायला,533
12623,onhmcag,बांधली,533
12624,mcnhqn,धन्य,533
12625,mgrnag,दिपाली,533
12626,dmj,कडू,533
12627,cnxg,हवी,533
12628,knpc,जाच,533
12629,anvhnpc,लग्नाचं,533
12630,dnmanq,काढलाय,533
12631,dnhnan,कानाला,533
12632,lnknc,वजह,533
12633,zjmcnthn,सुधारणा,533
12634,znhvgfan,सांगितला,533
12635,zcndcuf,शाखेत,533
12636,tuhj,रेणू,533
12637,zndnapcg,सकाळची,532
12638,zndfn,शकता,532
12639,lnkhnt,वाजणार,532
12640,qnzclnhf,यशवंत,532
12641,fglg,टीव्ही,532
12642,zsmnqnan,सोडायला,532
12643,zsal,सॉल्व,532
12644,znhvgfaq,सांगितलंय,532
12645,jyygm,उम्मीद,532
12646,fndagb,तक्लिफ,532
12647,ncnynmhnvnt,अहमदनगर,532
12648,ncxna,अहवाल,532
12649,nhjocl,अनुभव,532
12650,ocnku,भजे,532
12651,nuu,आई,532
12652,onpcj,बचू,532
12653,psjhfut,काउंटर,532
12654,hndds,नक्को,532
12655,hns,नाव,532
12656,rtnzchnn,प्रश्नाचे,532
12657,yjtmut,मर्डर,532
12658,hnntnk,नाराज,532
12659,cnfnlnt,हातावर,532
12660,dntfspc,करतोच,532
12661,annvnf,लागतं,532
12662,ancj,लहू,532
12663,gq,आय,532
12664,cnkgt,हाजीर,531
12665,csru,होप,531
12666,dnmcfsq,काढतोय,531
12667,mt,ड्रा,531
12668,mjdnf,दुःखात,531
12669,anvhnznfcg,लग्नासाठी,531
12670,pcgaant,चिल्लर,531
12671,ouaf,बेल्ट,531
12672,naqnf,आल्यात,531
12673,nlnmf,आवडत,531
12674,ocjkg,भाऊजी,531
12675,zxn,स्व,531
12676,zxnfncnan,स्वतःला,531
12677,fcnyoua,थांबेल,531
12678,fculhu,ठेवणे,531
12679,indjh,झाकून,531
12680,fqnpcnf,त्याच्यात,531
12681,znrmau,सापडले,531
12682,rjhqan,पुण्याला,531
12683,rjz,पूस,531
12684,svnzf,ऑगस्ट,531
12685,rntqf,पर्यत,530
12686,ynfntny,मातरम,530
12687,tnyj,रामू,530
12688,raqnh,प्ल्यान,530
12689,mcqnz,ध्यास,530
12690,nnfcnlnhg,आठवणी,530
12691,nnlk,आवाज,530
12692,nnquvg,आयेगी,530
12693,nzhntpc,असणारच,530
12694,dgzu,किसे,530
12695,dgf,किट,530
12696,dntnhnnt,करणार,530
12697,knj,जाउ,530
12698,kcu,झे,530
12699,vtnk,गरज,530
12700,bgtfnf,फिरतात,530
12701,dnfg,किती,530
